symbol,name,market,current_price,sar,confidence_factors,rsi,macd,volume_ratio,long_signal_price,long_signal_confidence,entry_opportunity,entry_advice,confidence_score,confidence_level,long_days,latest_signal_date,latest_signal_price,signal_conditions,current_date,distance_to_signal,price_change_since_signal,trend_reversal_confirmation,reversal_strength,reversal_reliability,short_term_momentum_turn,price_structure_reversal,bps_short_put,bps_long_put,bps_expiry,bps_safety_margin,expected_move_1sd,earnings_date,days_to_earnings,earnings_high_risk,status,composite_score
SBUX,Starbucks Corporation,US,91.94999694824219,104.81999969482422,"['MACD為正', '價格在20日均線之上', '短期和中期動量均為負', 'ADX趨勢不明', '價格通道強勢向上', '動量減速', '指標斜率向下', '相對強度強勁', '上漲動能不足', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '良好進場時機', '接近近期低點', '動量加速向上', '測試關鍵支撐位', '均線黃金交叉', '錘子線形態', '接近關鍵支撐位', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '多時間框架較為一致', '接近抄底價位']",59.481154370499944,2.2582924399315942,0.901185624880215,89.86433334350586,55,不建議進場,不建議進場,33.0,低,,,,,,2.320902550697048,,,,,,,,,,,,,,,無多頭訊號,0.0
USAR,"USA Rare Earth, Inc.",US,22.420000076293945,31.904399709701536,"['RSI偏高', 'MACD為正', 'MACD柱狀圖為正', 'OBV突破均線且斜率為正', '價格在20日均線之上', 'ADX趨勢不明', '均線完美多頭排列', '價格通道向上', '成交量配合不佳', '動量減速', '指標斜率向下', '相對強度強勁', '波動率過高', '支撐位薄弱', '反轉可信度高', '短期動能未轉折', '高波動風險', '適當進場時機', '短期動量轉正', 'MACD強勢多頭', '均線黃金交叉', '錘子線形態', '底部抬升', '價漲量縮警告', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致']",63.13905938446848,2.3536646088723465,1.1426802195485375,17.61416676839193,55,不建議進場,不建議進場,34.800000000000004,低,,,,,,27.28390942980019,,,,,,,,,,,,,,,無多頭訊號,0.0
CLF,Cleveland-Cliffs Inc.,US,13.760000228881836,13.383885384833697,"['MACD為正', 'SAR翻多且趨勢向上', '價格在20日均線之上', '短期和中期動量均為負', 'ADX趨勢不明', '成交量配合不佳', '動量減速', '相對強度為正', '波動率過高', '支撐位良好', '趨勢反轉初步確認', '反轉強度不足', '反轉可信度高', '短期動能未轉折', '價格結構反轉', '高波動風險', '良好進場時機', '接近近期低點', '動量加速向上', '測試關鍵支撐位', '均線黃金交叉', '錘子線形態', '接近關鍵支撐位', '成交量短期放大', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '多時間框架較為一致', '接近抄底價位']",58.833922499637744,0.33899339348962876,1.172713460187305,13.619333394368489,55,不建議進場,不建議進場,45.0,中等,,,,,,1.0328466925665518,,,,,,,,,,,,,,,無多頭訊號,0.0
MRK,"Merck & Co., Inc.",US,110.2699966430664,106.02999877929688,"['RSI從超賣區反轉', 'MACD為正', 'SAR翻多', 'OBV突破均線且斜率為正', '成交量放大', '價格在20日均線之上', '價格在5日均線之上', '接近布林通道上軌', 'ADX趨勢不明', '成交量配合良好', '動量強勁加速', '相對強度為正', '波動率低', '支撐位可靠', '趨勢反轉確認', '適當進場時機', '放量上漲', '測試關鍵支撐位', 'RSI健康上升', '錘子線形態', '靠近支撐位', '上升底部結構', '接近突破阻力', '明顯放量', '價漲量增良好配合', '成交量短期放大', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '多時間框架較為一致', '成交量確認', 'RSI+MACD同步', '接近抄底價位']",49.28176138856795,1.4563517194395104,1.509894803222966,107.39266662597656,70,建議進場,建議進場,71.55000000000001,高,,,,,,2.6792611707007064,,,,,,,,,,,,,,,無多頭訊號,0.0
OSCR,"Oscar Health, Inc.",US,14.350000381469727,17.570318676828222,"['RSI嚴重超賣', '成交量萎縮', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '價格通道向上', '成交量配合不佳', '動量強勁加速', '指標斜率向下', '上漲動能不足', '波動率過高', '反轉強度不足', '反轉可信度低', '短期動能未轉折', '價格結構未反轉', '高波動風險', '良好進場時機', '接近近期低點', '測試關鍵支撐位', '價格低於關鍵均線', '布林通道超賣區', '錘子線形態', '成交量萎縮', '多時間框架偏空，建議觀望', '週線壓力較大，中期謹慎', '日線短期弱勢，等待更好時機', '多時間框架高度一致', '接近抄底價位']",19.713258402078807,-0.3022640793503655,0.6935791842249096,14.300000190734863,85,不建議進場,不建議進場,25.5,低,,,,,,0.3496516787968925,,,,,,,,,,,,,,,無多頭訊號,0.0
AFRM,"Affirm Holdings, Inc.",US,60.29999923706055,75.00941114418654,"['RSI嚴重超賣', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '價格通道向下', '成交量配合不佳', '動量加速', '指標斜率向下', '相對強度為負', '上漲動能不足', '波動率過高', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '高波動風險', '良好進場時機', '接近近期低點', '動量加速向上', '測試關鍵支撐位', '價格低於關鍵均線', '布林通道超賣區', '多時間框架偏空，建議觀望', '月線趨勢良好，適合中長期持有', '週線壓力較大，中期謹慎', '日線短期弱勢，等待更好時機', '接近抄底價位']",15.356120778433834,-2.7089932106612196,0.9911232936392681,59.689998626708984,85,不建議進場,不建議進場,22.5,低,,,,,,1.0219477707922255,,,,,,,,,,,,,,,無多頭訊號,0.0
PSTG,"Pure Storage, Inc.",US,69.54000091552734,66.4478447086532,"['MACD柱狀圖為正', 'SAR翻多且趨勢向上', '成交量萎縮', '短期和中期動量均為負', 'ADX趨勢不明', '均線多頭排列', '成交量配合不佳', '動量強勁加速', '相對強度為正', '支撐位良好', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '良好進場時機', '接近近期低點', '測試關鍵支撐位', 'MACD強勢多頭', '均線黃金交叉', '布林通道理想位置', '強勢長紅K', '錘子線形態', '接近關鍵支撐位', '成交量萎縮', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線壓力較大，中期謹慎', '日線短期強勢，進場時機良好', '接近抄底價位']",54.0764280448686,-0.10678731838434885,0.6524141742073634,68.33999633789062,100,不建議進場,不建議進場,39.0,低,,,,,,1.7559330435190332,,,,,,,,,,,,,,,無多頭訊號,0.0
LUNR,"Intuitive Machines, Inc.",US,18.989999771118164,18.235872066879274,"['MACD為正', 'SAR翻多且趨勢向上', '短期和中期動量均為負', 'ADX趨勢不明', '均線多頭排列', '價格通道強勢向上', '成交量配合不佳', '動量減速', '指標斜率向下', '相對強度強勁', '波動率過高', '反轉強度不足', '反轉可信度高', '短期動能未轉折', '價格結構未反轉', '高波動風險', '進場時機不佳', '均線黃金交叉', '布林通道理想位置', '強勢長紅K', '強勢長紅K', '靠近支撐位', '上升底部結構', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致']",51.0648842327377,1.5066445127284638,0.8523260972179028,18.04800001780192,55,不建議進場,不建議進場,36.0,低,,,,,,5.219413521648307,,,,,,,,,,,,,,,無多頭訊號,0.0
TEM,"Tempus AI, Inc.",US,59.81999969482422,74.87332285251715,"['RSI從超賣區反轉', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '價格通道向上', '成交量配合不佳', '動量強勁加速', '指標斜率向下', '上漲動能不足', '反轉強度不足', '短期動能未轉折', '高波動風險', '適當進場時機', '接近近期低點', '價格低於關鍵均線', '布林通道超賣區', '成交量短期放大', '多時間框架偏空，建議觀望', '週線壓力較大，中期謹慎', '日線短期弱勢，等待更好時機', '多時間框架較為一致', '接近抄底價位']",39.32473433499525,-1.272236559094452,1.138668564358206,58.79999923706055,70,不建議進場,不建議進場,34.5,低,,,,,,1.7346946785686088,,,,,,,,,,,,,,,無多頭訊號,0.0
GS,"The Goldman Sachs Group, Inc.",US,935.4099731445312,978.2002517648676,"['RSI從超賣區反轉', 'MACD為正', 'OBV突破均線', '成交量萎縮', '價格在5日均線之上', 'ADX趨勢不明', '價格通道向上', '成交量配合不佳', '動量強勁加速', '相對強度為正', '波動率低', '支撐位可靠', '趨勢反轉初步確認', '價格結構未反轉', '良好進場時機', '接近近期低點', '測試關鍵支撐位', '十字星形態', '價格低於關鍵均線', '布林通道理想位置', '強勢長紅K', '錘子線形態', '錘子線形態', '錘子線形態', '接近關鍵支撐位', '上升底部結構', '成交量萎縮', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '多時間框架較為一致', 'RSI+MACD同步', '接近抄底價位']",49.01058548858716,12.325179577336712,0.7602647996032423,925.0459981282552,70,建議進場,建議進場,61.5,高,,,,,,1.1203740178592865,,,,,,,,,,,,,,,無多頭訊號,0.0
KMX,"CarMax, Inc.",US,44.540000915527344,49.325757646320376,"['RSI從超賣區反轉', 'MACD為正', '短期和中期動量均為負', 'ADX趨勢不明', '成交量配合不佳', '動量強勁加速', '指標斜率向下', '相對強度強勁', '上漲動能不足', '波動率過高', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '良好進場時機', '接近近期低點', '測試關鍵支撐位', '均線黃金交叉', '布林通道理想位置', '錘子線形態', '接近關鍵支撐位', '成交量短期放大', '多時間框架中性偏多，謹慎進場', '月線趨勢不佳，避免長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', 'RSI+MACD同步', '接近抄底價位']",47.728773241968106,1.428113305008722,0.8859577385338311,43.28966687520345,55,不建議進場,不建議進場,33.0,低,,,,,,2.8882967474163914,,,,,,,,,,,,,,,無多頭訊號,0.0
AXP,American Express Company,US,352.1700134277344,372.6258484494077,"['RSI從超賣區反轉', '成交量放大', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '成交量配合不佳', '指標斜率向下', '相對強度為負', '上漲動能不足', '支撐位良好', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '適當進場時機', '動量加速向上', '放量下跌', '測試關鍵支撐位', '錘子線形態', 'RSI健康上升', '價格低於關鍵均線', '布林通道超賣區', '錘子線形態', '接近關鍵支撐位', '明顯放量', '成交量多頭排列', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '日線短期弱勢，等待更好時機', '接近抄底價位']",34.69975844900597,-3.9111569872799237,1.7155911672849653,344.9631108220275,55,不建議進場,不建議進場,28.5,低,,,,,,2.089180662979658,,,,,,,,,,,,,,,無多頭訊號,0.0
DOW,Dow Inc.,US,27.549999237060547,28.964400647735594,"['MACD為正', '成交量放大', '價格在20日均線之上', '短期和中期動量均為負', 'ADX趨勢不明', '價格通道向上', '成交量配合不佳', '指標斜率向下', '相對強度強勁', '上漲動能不足', '趨勢反轉初步確認', '短期動能未轉折', '價格結構未反轉', '高波動風險', '絕佳進場時機', '短期動量轉正', '動量加速向上', '放量上漲', '測試關鍵支撐位', '均線黃金交叉', '靠近支撐位', '底部抬升', '明顯放量', '成交量多頭排列', '多時間框架看多，建議進場', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架較為一致', '成交量確認']",58.615814452691964,0.9849559891752833,1.5075765893493347,25.81999969482422,70,不建議進場,不建議進場,40.5,中等,,,,,,6.700230684290509,,,,,,,,,,,,,,,無多頭訊號,0.0
LLY,Eli Lilly and Company,US,1037.1500244140625,1107.0786432830396,"['RSI從超賣區反轉', 'OBV突破均線且斜率為正', '接近布林通道下軌', 'ADX趨勢不明', '均線排列不佳', '成交量配合不佳', '動量減速', '指標斜率向下', '支撐位良好', '反轉強度不足', '反轉可信度高', '短期動能未轉折', '價格結構未反轉', '良好進場時機', '短期動量轉正', '動量加速向上', '測試關鍵支撐位', 'RSI健康上升', '價格低於關鍵均線', '布林通道理想位置', '錘子線形態', '錘子線形態', '錘子線形態', '錘子線形態', '接近關鍵支撐位', '底部抬升', '價漲量增良好配合', '成交量短期放大', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期弱勢，等待更好時機', '接近抄底價位']",43.29047652127314,-3.9867026772951704,1.117687379938901,1012.430452017135,55,不建議進場,不建議進場,37.5,低,,,,,,2.441606961512955,,,,,,,,,,,,,,,無多頭訊號,0.0
DELL,Dell Technologies Inc.,US,114.44000244140625,110.60687512054444,"['RSI從超賣區反轉', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', '成交量適中', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '成交量配合不佳', '動量強勁加速', '所有指標斜率向上', '相對強度為負', '上漲動能良好', '支撐位良好', '反轉可信度高', '短期動能未轉折', '高波動風險', '適當進場時機', '接近近期低點', 'MACD強勢多頭', '價格低於關鍵均線', '布林通道理想位置', '強勢長紅K', '接近關鍵支撐位', '溫和放量', '成交量短期放大', '多時間框架偏空，建議觀望', '週線壓力較大，中期謹慎', '日線短期弱勢，等待更好時機', '多時間框架較為一致', '接近抄底價位']",40.631424494711744,-3.214485964168631,1.4354394639856138,110.80486947545663,85,不建議進場,不建議進場,55.5,中等,,,,,,3.280661746327681,,,,,,,,,,,,,,,無多頭訊號,0.0
ROIV,Roivant Sciences Ltd.,US,21.6200008392334,23.78643988037109,"['RSI從超賣區反轉', 'MACD為正', '成交量萎縮', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '動量強勁加速', '指標斜率向下', '上漲動能不足', '支撐位良好', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '良好進場時機', '接近近期低點', '動量加速向上', '測試關鍵支撐位', '價格低於關鍵均線', '布林通道理想位置', '接近關鍵支撐位', '成交量萎縮', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期弱勢，等待更好時機', 'RSI+MACD同步', '接近抄底價位']",46.035255708708306,0.09454432938966661,0.6043451051450507,21.031460919661797,55,不建議進場,不建議進場,37.5,低,,,,,,2.7983786852457326,,,,,,,,,,,,,,,無多頭訊號,0.0
CLS,Celestica Inc.,US,280.989990234375,352.20001220703125,"['RSI從超賣區反轉', '成交量適中', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線多頭排列', '價格通道強勢向上', '成交量配合不佳', '動量強勁加速', '指標斜率向下', '相對強度為負', '短期動能未轉折', '價格結構未反轉', '高波動風險', '良好進場時機', '接近近期低點', '測試關鍵支撐位', '均線黃金交叉', '布林通道超賣區', '強勢長紅K', '錘子線形態', '靠近支撐位', '溫和放量', '多時間框架看多，建議進場', '月線趨勢良好，適合中長期持有', '多時間框架較為一致', '接近抄底價位']",44.3787939675192,-0.3831914468860873,1.4191530551844007,277.7573378439405,70,不建議進場,不建議進場,43.5,中等,,,,,,1.1638405003185888,,,,,,,,,,,,,,,無多頭訊號,0.0
XLV,State Street Health Care Select Sector SPDR ETF,US,154.74000549316406,159.24055350093803,"['RSI從超賣區反轉', 'MACD為正', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '成交量配合不佳', '指標斜率向下', '上漲動能不足', '波動率低', '支撐位可靠', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '低波動風險', '絕佳進場時機', '接近近期低點', '短期動量轉正', '動量加速向上', 'RSI超賣反彈', '測試關鍵支撐位', 'RSI健康上升', '價格低於關鍵均線', '布林通道超賣區', '錘子線形態', '接近關鍵支撐位', '成交量短期放大', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期弱勢，等待更好時機', 'RSI+MACD同步', '接近抄底價位']",40.69518580679805,0.11633560736706272,0.9090902124444329,153.5116843711832,85,不建議進場,不建議進場,36.0,低,,,,,,0.8001482929539349,,,,,,,,,,,,,,,無多頭訊號,0.0
GLXY,Galaxy Digital,US,28.260000228881836,34.72999954223633,"['MACD為正', '短期和中期動量均為負', 'ADX趨勢不明', '價格通道向上', '成交量配合不佳', '動量加速', '指標斜率向下', '相對強度強勁', '上漲動能不足', '波動率過高', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '高波動風險', '進場時機不佳', '均線黃金交叉', '布林通道理想位置', '成交量短期放大', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線壓力較大，中期謹慎', '日線短期強勢，進場時機良好', '接近抄底價位']",57.58683490384455,1.3140918388014988,1.0944682700368664,27.216000048319497,55,不建議進場,不建議進場,27.0,低,,,,,,3.8359794926102766,,,,,,,,,,,,,,,無多頭訊號,0.0
AA,Alcoa Corporation,US,56.810001373291016,64.42206734551411,"['RSI從超賣區反轉', 'MACD為正', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '價格通道向上', '動量強勁加速', '指標斜率向下', '相對強度為正', '上漲動能不足', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '高波動風險', '良好進場時機', '接近近期低點', '測試關鍵支撐位', '價格低於關鍵均線', '布林通道超賣區', '成交量短期放大', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期弱勢，等待更好時機', 'RSI+MACD同步', '接近抄底價位']",34.849827437148036,1.90908929462924,0.9984264551213586,56.56286089271855,55,不建議進場,不建議進場,42.0,中等,,,,,,0.43693065851321494,,,,,,,,,,,,,,,無多頭訊號,0.0
CVNA,Carvana Co.,US,401.1099853515625,483.54509034881596,"['RSI從超賣區反轉', 'MACD為正', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '成交量配合不佳', '動量減速', '指標斜率向下', '相對強度為正', '上漲動能不足', '波動率過高', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '高波動風險', '測試關鍵支撐位', '價格低於關鍵均線', '布林通道超賣區', '錘子線形態', '錘子線形態', '錘子線形態', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期弱勢，等待更好時機', 'RSI+MACD同步', '接近抄底價位']",33.97455795837472,2.007783214998483,0.9595212900352978,399.5891707884421,70,不建議進場,不建議進場,28.5,低,,,,,,0.3805945391662177,,,,,,,,,,,,,,,無多頭訊號,0.0
LMND,"Lemonade, Inc.",US,86.7300033569336,82.72983652058497,"['MACD為正', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', '價格在20日均線之上', 'ADX趨勢不明', '均線完美多頭排列', '價格通道向上', '動量減速', '指標斜率向下', '相對強度強勁', '上漲動能不足', '波動率過高', '趨勢反轉初步確認', '反轉可信度高', '短期動能未轉折', '高波動風險', '適當進場時機', '接近近期低點', 'MACD強勢多頭', '均線黃金交叉', '強勢長紅K', '錘子線形態', '接近關鍵支撐位', '上升底部結構', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致']",56.81818382198,3.4876129612473648,0.9496244228516298,81.95966669718425,55,不建議進場,不建議進場,55.5,中等,,,,,,5.820346582635913,,,,,,,,,,,,,,,無多頭訊號,0.0
CSGP,"CoStar Group, Inc.",US,61.5,59.13385705432522,"['SAR翻多且趨勢向上', 'OBV突破均線', '成交量萎縮', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '價格通道向上', '動量減速', '相對強度為負', '支撐位可靠', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '良好進場時機', '接近近期低點', '十字星形態', 'RSI健康上升', '均線黃金交叉', '布林通道理想位置', '錘子線形態', '成交量萎縮', '多時間框架偏空，建議觀望', '月線趨勢不佳，避免長期持有', '週線壓力較大，中期謹慎', '多時間框架較為一致', '接近抄底價位']",58.45980554261236,-0.5533105116163171,0.6455873648795988,59.29999923706055,85,不建議進場,不建議進場,30.0,低,,,,,,3.709950744087911,,,,,,,,,,,,,,,無多頭訊號,0.0
UAL,"United Airlines Holdings, Inc.",US,102.31999969482422,112.18247083913863,"['RSI嚴重超賣', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '價格通道向下', '成交量配合不佳', '動量強勁加速', '指標斜率向下', '相對強度為負', '上漲動能不足', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '良好進場時機', '接近近期低點', '動量加速向上', '測試關鍵支撐位', '價格低於關鍵均線', '布林通道超賣區', '錘子線形態', '成交量多頭排列', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '日線短期弱勢，等待更好時機', '接近抄底價位']",26.63551846122985,-1.5213848429514485,1.064269091460534,101.5244213327863,70,不建議進場,不建議進場,27.0,低,,,,,,0.7836325010216935,,,,,,,,,,,,,,,無多頭訊號,0.0
SCHW,The Charles Schwab Corporation,US,103.91999816894531,100.41769621745944,"['RSI偏高', 'MACD為正', 'SAR翻多且趨勢向上', 'OBV突破均線且斜率為正', '成交量適中', '價格在20日均線之上', '價格在5日均線之上', '接近布林通道上軌風險', '短期和中期動量均為正', 'ADX趨勢不明', '均線完美多頭排列', '成交量配合良好', '動量加速', '相對強度為正', '上漲動能良好', '波動率低', '支撐位可靠', '趨勢反轉初步確認', '反轉可信度高', '短期動能未轉折', '價格結構完美反轉', '絕佳進場時機', '接近近期低點', '上升底部結構', '放量上漲', '測試關鍵支撐位', '完美多頭排列', '布林通道超買區', '錘子線形態', '接近關鍵支撐位', '上升底部結構', '接近突破阻力', '溫和放量', '成交量短期放大', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致', '成交量確認', '接近抄底價位']",62.42543776714236,1.2912298296160998,1.2220926070475198,101.70633366902669,70,謹慎觀望,謹慎觀望,41.160000000000004,中等,,,,,,2.1765257089320915,,,,,,,,,,,,,,,無多頭訊號,0.0
DJT,Trump Media & Technology Group Corp.,US,12.779999732971191,16.92446614766121,"['RSI從超賣區反轉', 'MACD為正', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '價格通道向上', '動量減速', '指標斜率向下', '相對強度為負', '上漲動能不足', '反轉強度不足', '短期動能未轉折', '高波動風險', '良好進場時機', '接近近期低點', '動量加速向上', '價格低於關鍵均線', '布林通道超賣區', '錘子線形態', '成交量短期放大', '多時間框架偏空，建議觀望', '月線趨勢不佳，避免長期持有', '週線壓力較大，中期謹慎', '日線短期弱勢，等待更好時機', '多時間框架高度一致', 'RSI+MACD同步', '接近抄底價位']",30.170313253034408,0.13682654069004663,1.0255561988255728,12.710000038146973,55,不建議進場,不建議進場,34.5,低,,,,,,0.5507450402370275,,,,,,,,,,,,,,,無多頭訊號,0.0
GIS,"General Mills, Inc.",US,46.2599983215332,43.069393714589516,"['RSI偏高', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', 'OBV突破均線且斜率為正', '價格在20日均線之上', '價格在5日均線之上', '接近布林通道上軌風險', '短期和中期動量均為正', 'ADX趨勢不明', '成交量配合良好', '動量強勁加速', '所有指標斜率向上', '相對強度為正', '上漲動能強勁', '短期動能未轉折', '進場時機不佳', 'MACD強勢多頭', '短期多頭排列', '布林通道超買區', '錘子線形態', '錘子線形態', '強勢長紅K', '靠近支撐位', '上升底部結構', '接近突破阻力', '價漲量增良好配合', '成交量短期放大', '多時間框架中性偏多，謹慎進場', '月線趨勢不佳，避免長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '接近抄底價位']",60.506331192112555,-0.12750427044782953,1.1192822858817804,45.14862912495931,70,不建議進場,不建議進場,30.240000000000002,低,,,,,,2.4615790514877527,,,,,,,,,,,,,,,無多頭訊號,0.0
COHR,Coherent Corp.,US,212.17999267578125,181.22254238628193,"['RSI超買風險', 'MACD為正', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', '成交量放大', '價格在20日均線之上', '接近布林通道上軌風險', '短期和中期動量均為正', 'ADX趨勢不明', '均線完美多頭排列', '價格通道強勢向上', '成交量配合良好', '主要指標斜率向上', '相對強度強勁', '上漲動能良好', '波動率過高', '支撐位薄弱', '趨勢反轉初步確認', '反轉強度極強', '短期動能未轉折', '高波動風險', '進場時機不佳', '放量下跌', 'RSI超買風險', 'MACD強勢多頭', '均線黃金交叉', '布林通道超買區', '錘子線形態', '強勢長紅K', '靠近支撐位', '上升底部結構', '明顯放量', '成交量多頭排列', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致']",70.0046806963502,8.990961610816527,1.5384983116109883,192.59299977620444,55,不建議進場,不建議進場,22.049999999999997,低,,,,,,10.170147888208374,,,,,,,,,,,,,,,無多頭訊號,0.0
AGNC,AGNC Investment Corp.,US,11.399999618530273,12.067793806593306,"['MACD為正', '成交量放大', '短期和中期動量均為負', 'ADX趨勢不明', '均線完美多頭排列', '價格通道向上', '成交量配合不佳', '指標斜率向下', '相對強度強勁', '上漲動能不足', '趨勢反轉初步確認', '短期動能未轉折', '價格結構反轉', '適當進場時機', '接近近期低點', '放量下跌', '測試關鍵支撐位', '均線黃金交叉', '布林通道理想位置', '強勢長紅K', '靠近支撐位', '明顯放量', '成交量多頭排列', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致', '接近抄底價位']",52.42448043683486,0.3112653456438501,1.8607329516872555,11.369999885559082,70,不建議進場,不建議進場,49.5,中等,,,,,,0.26384989686142174,,,,,,,,,,,,,,,無多頭訊號,0.0
RTX,RTX Corporation,US,200.92999267578125,194.0855875301361,"['RSI偏高', 'MACD為正', 'SAR翻多且趨勢向上', 'OBV突破均線且斜率為正', '價格在20日均線之上', '價格在5日均線之上', '接近布林通道上軌', '短期和中期動量均為正', 'ADX趨勢不明', '均線完美多頭排列', '價格通道向上', '成交量配合良好', '動量強勁加速', '相對強度強勁', '上漲動能強勁', '趨勢反轉初步確認', '反轉強度強勁', '短期動能未轉折', '價格結構未反轉', '適當進場時機', '短期動量轉正', '完美多頭排列', '錘子線形態', '靠近支撐位', '上升底部結構', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致']",68.31713312532548,4.520353394223633,1.167926981733311,190.99866485595703,55,建議進場,建議進場,49.68000000000001,中等,,,,,,5.199684420471734,,,,,,,,,,,,,,,無多頭訊號,0.0
AIG,"American International Group, Inc.",US,74.87999725341797,71.31779998779297,"['RSI從超賣區反轉', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', 'OBV突破均線且斜率為正', '成交量萎縮', '價格在5日均線之上', '短期和中期動量均為正', 'ADX趨勢不明', '成交量配合不佳', '動量強勁加速', '所有指標斜率向上', '相對強度為負', '上漲動能強勁', '短期動能轉折', '測試關鍵支撐位', 'RSI健康上升', 'MACD強勢多頭', '價格低於關鍵均線', '布林通道理想位置', '錘子線形態', '錘子線形態', '靠近支撐位', '上升底部結構', '接近突破阻力', '成交量萎縮', '多時間框架偏空，建議觀望', '週線壓力較大，中期謹慎', '日線短期強勢，進場時機良好', '接近抄底價位']",47.49314954167999,-1.848175450754951,0.5673311281337048,73.87000274658203,70,不建議進場,不建議進場,66.0,高,,,,,,1.3672593329945015,,,,,,,,,,,,,,,無多頭訊號,0.0
